Company Name,Funding Stage,Amount,Year Funded,Investor,Industry,Location
WayCool Foods,Debt Financing,2500000,2020,FMO,Agriculture and Food,Chennai
Infra.Market,Series B,2500000,2020,Trifecta Capital Advisors,Real Estate and Construction,Thane
Info Edge Venture,Undisclosed,2000000,2020,Lightbox,Finance and FinTech,Noida
Clovia,Pre-Series A,11262932,2020,Golden Birch Investments,E-Commerce and Retail,Noida
Codingal,Seed Round,955981,2020,Pras Hanuma,Education,Bangalore
CRED,Series C,79903750,2020,General Catalyst,Finance and FinTech,Bangalore
Vistaar Finance,Undisclosed,2000000,2020,FMO,Finance and FinTech,Bangalore
Let's Dive,Undisclosed,2000000,2020,Surge,Technology,Bangalore
Habitat,Seed Round,955981,2020,Unitus Ventures,Education,Chennai
SAWO Labs,Seed Round,955981,2020,StartupXseed Ventures,Technology,Mumbai
Signzy,Undisclosed,2000000,2020,Stellaris Venture Partners,Technology,Bangalore
KopyKitab,Undisclosed,2000000,2020,Paula Mariwala,Education,Bangalore
Raskik,Pre-Series A,10325380,2020,Venture Catalysts,Agriculture and Food,Gurugram
GetWork,Pre-Seed,12250186,2020,India Accelerator,Professional Services,Gurugram
Mobile Premier League (MPL),Series B,2500000,2020,Pegasus Tech Ventures,Media and Entertainment,Bangalore
Pravasirojgar,Undisclosed,2000000,2020,GoodWorker.,Technology,Unknown
Omatra Hotels,Seed Round,955981,2020,Capify,Technology,Kolkata
Awign,Pre-Series A,6671339,2020,Unitus Ventures,Technology,Bangalore
NewsReach,Seed Round,955981,2020,Mumbai Angels,Media and Entertainment,Gujarat
Cashfree,Series B,2500000,2020,George Osborne,Finance and FinTech,Bangalore
Credgenics,Pre-Series A,11640232,2020,Accel India,Finance and FinTech,New Delhi
GeoIQ,Seed Round,955981,2020,Ankur Mittal,Technology,Bangalore
Country Delight,Series C,79903750,2020,IIFL Asset Management,Agriculture and Food,Haryana
Quintype,Series A,5032439,2020,IIFL AMC,Marketing and Advertising,Bangalore
CARS24,Series E,18000000,2020,Global Car Group,E-Commerce and Retail,Haryana
Astrogate Labs,Undisclosed,2000000,2020,Venture Catalysts,Technology,Bangalore
Power Gummies,Bridge,7462445,2020,Venture Catalysts,Healthcare and Wellness,New Delhi
Cityflo,Series A,5032439,2020,Anupam Mittal,Transportation and Mobility,Mumbai
AlgoBulls,Undisclosed,2000000,2020,Venture Catalysts,Technology,Mumbai
Credgenics,Pre-Series A,11640232,2020,Accel India,Finance and FinTech,Gurugram
Inntot,Undisclosed,2000000,2020,Unicorn India Ventures,Technology,Kerala
Ensuredit,Pre-Series A,11640232,2020,Venture Catalysts,Finance and FinTech,Gurugram
Shipsy,Series A,5032439,2020,DTDC,Technology,Gurugram
ERPNext,Undisclosed,2000000,2020,Rainmatter,Technology,Mumbai
LightSpeedAI,Undisclosed,2000000,2020,YourNest,Technology,Bangalore
Grip Invest,Pre-Series A,11640232,2020,Gemba Capital,Finance and FinTech,Gurugram
Unacademy,Undisclosed,2000000,2020,Dragoneer Investment Group,Education,Bangalore
Yellow Classes,Pre-Series A,8556808,2020,India Quotient,Education,Gurugram
Plum,Undisclosed,2000000,2020,Surge,Healthcare and Wellness,Bangalore
STAGE,Undisclosed,2000000,2020,Venture Catalysts,Media and Entertainment,Indore
Nykaa,Undisclosed,2000000,2020,Alia Bhatt,Healthcare and Wellness,Mumbai
Kaagaz Scanner,Undisclosed,2000000,2020,Pravega Ventures,Technology,Unknown
NIRA,Undisclosed,2000000,2020,Techstars Bangalore Accelerator,Finance and FinTech,Bengaluru
Prolixr,Seed Round,955981,2020,Alfa Ventures,Healthcare and Wellness,Gurugram
Byju's,Undisclosed,2000000,2020,Owl Ventures,Education,Bangalore
DaMENSCH,Undisclosed,2000000,2020,Whiteboard Capital,E-Commerce and Retail,Bangalore
Country Delight,Series C,79903750,2020,Orios Venture Partners,Agriculture and Food,Haryana
SignalX,Seed Round,955981,2020,9Unicorns,Technology,Hyderabad
Lancify,Undisclosed,2000000,2020,Techstars,Education,Bangalore
Krimanshi,Seed Round,955981,2020,Rajasthan Venture Capital Fund,Healthcare and Wellness,Jodhpur
Instoried,Pre-Series A,6671339,2020,Venture Catalysts,Technology,Bangalore
PlayerzPot,Series A,5032439,2020,Unknown,Media and Entertainment,Mumbai
Instamojo,Undisclosed,2000000,2020,BASE,Finance and FinTech,Bangalore
Turtlemint,Undisclosed,2000000,2020,Nexus Venture Partners,Healthcare and Wellness,Mumbai
Arata,Pre-Series A,11262932,2020,DSG Consumer Partners,E-Commerce and Retail,New Delhi
MPL,Undisclosed,2000000,2020,Pegasus Tech Ventures,Media and Entertainment,Bangalore
True Balance,Undisclosed,2000000,2020,IBK Capital,Finance and FinTech,Gurugram
Thrive,Pre-Series A,10325380,2020,Whiteboard Capital,Agriculture and Food,Mumbai
Kitchens Centre,Pre-Series A,6671339,2020,Jonathan Swanson,Technology,New Delhi
Prescribe,Undisclosed,2000000,2020,Titan Capital,Healthcare and Wellness,Chennai
Nepra,Series C,79903750,2020,Asha Impact,Energy and Environment,Ahmedabad
inFeedo,Undisclosed,2000000,2020,Peyush Bansal,Technology,Gurugram
Shilpa Sciences,Pre-Series A,7462445,2020,AngelList India,Healthcare and Wellness,Bangalore
Arzooo,Undisclosed,2000000,2020,3Lines,Technology,Bangalore
MindTickle,Debt Financing,2500000,2020,Canaan Partners,Technology,Pune
Slice,Debt Financing,2500000,2020,Better Capital,Finance and FinTech,Bangalore
Rapawalk,Seed Round,955981,2020,Sanjay Ramakrishnan,E-Commerce and Retail,Bangalore
Oga Fit's,Pre-Series A,7462445,2020,9Unicorns,Healthcare and Wellness,Bangalore
LAVAL,Pre-Series A,7462445,2020,Jazal Group,Healthcare and Wellness,Bangalore
Stride Ventures,Undisclosed,2000000,2020,Small Industries Development Bank of India,Finance and FinTech,New Delhi
BlackSoil,Undisclosed,2000000,2020,Unknown,Finance and FinTech,Mumbai
Biocon,Undisclosed,2000000,2020,Goldman Sachs,Healthcare and Wellness,Bangalore
Clientjoy,Pre-Series A,6671339,2020,LetsVenture,Technology,Gujarat
Xpressbees,Undisclosed,2000000,2020,Alibaba Group,E-Commerce and Retail,Pune
GalaxyCard,Seed Round,955981,2020,India Accelerator,Finance and FinTech,Gurugram
Wellness Forever,Undisclosed,2000000,2020,Poonawalla,Healthcare and Wellness,Mumbai
MoooFarm,Pre-Seed,10325380,2020,Navus Ventures,Agriculture and Food,Gurugram
BitClass,Seed Round,955981,2020,AET Japan,Technology,Bangalore
Gonuts,Seed Round,955981,2020,Sweta Rau,Media and Entertainment,Mumbai
Uolo,Seed Round,955981,2020,Rajul Garg,Education,Bangalore
Kirana King,Pre-Series A,11262932,2020,Rajasthan Venture Capital Fund,E-Commerce and Retail,Jaipur
Jade Forest,Seed Round,955981,2020,Unknown,Agriculture and Food,Delhi
iKure,Undisclosed,2000000,2020,Ratan Tata,Healthcare and Wellness,Kolkata
FrontRow,Seed Round,955981,2020,Lightspeed,Education,Bangalore
Reliance Retail,Undisclosed,2000000,2020,Abu Dhabi Investment Authority,E-Commerce and Retail,Mumbai
Ather Energy,Series D,100000000,2020,HeroMotoCorp Ltd and Sachin Bansal,Transportation and Mobility,Bangalore
Routematic,Undisclosed,2000000,2020,VAMM Ventures,Technology,Bangalore
LivFin,Undisclosed,2000000,2020,DEG,Finance and FinTech,New Delhi
Universal Sportsbiz Pvt Ltd,Undisclosed,2000000,2020,Accel,Consumer Goods,Bangalore
Lattu Kids,Undisclosed,2000000,2020,Mumbai Angels Network,Education,Mumbai
Eggoz,Pre-Series A,10325380,2020,AVANA Capital,Agriculture and Food,Indore
Steradian Semiconductors,Undisclosed,2000000,2020,Endiya Partners.,Technology,Bangalore
CHARGE+ZONE,Pre-Series A,14747749,2020,Mumbai Angels,Transportation and Mobility,Gujarat
Stones2milestones,Bridge,8556808,2020,Menterra Venture Advisors,Education,Gurugram
AjnaLens,Bridge,6671339,2020,Mohsin Hani Al Bahrani,Technology,Thane
Gully Network,Pre-Series A,11262932,2020,CP Ventures,E-Commerce and Retail,Bangalore
TurboHire,Seed Round,955981,2020,Kia Ora Ventures,Technology,Hyderabad
Traya,Seed Round,955981,2020,Kae Capital,Healthcare and Wellness,Mumbai
Charcoal Eats,Undisclosed,2000000,2020,Lokmat Investments,Agriculture and Food,Mumbai
Mitron TV,Undisclosed,2000000,2020,9Unicorns,Media and Entertainment,Bangalore
Svami,Undisclosed,2000000,2020,Niren Shah,Agriculture and Food,Mumbai
Dhurnia,Undisclosed,2000000,2020,Chandigarh Angels Network,Education,Dhingsara
Expertrons,Undisclosed,2000000,2020,Rohit Chanana,Education,Mumbai
Bizlog,Undisclosed,2000000,2020,IAN Fund,Transportation and Mobility,Bangalore
Tamasha.live,Undisclosed,2000000,2020,9Unicorns,Media and Entertainment,Mumbai
Fedo,Undisclosed,2000000,2020,AIM Smart City,Technology,Bangalore
FabHotels,Undisclosed,2000000,2020,RB Investments Pte. Ltd,Technology,Gurugram
Freshokartz,Pre-Series A,10325380,2020,Rajasthan Venture Capital Fund,Agriculture and Food,Jaipur
FlexiLoans,Debt Financing,2500000,2020,>Vikram Sud,Finance and FinTech,Mumbai
Agrix,Undisclosed,2000000,2020,Maple Capital Advisors,Agriculture and Food,Patna
BharatAgri,Pre-Series A,10325380,2020,021 Capital,Agriculture and Food,Pune
FreshtoHome,Series C,79903750,2020,Ascent Capital,E-Commerce and Retail,Bangalore
Credable,Undisclosed,2000000,2020,Oaks Asset Management,Finance and FinTech,Mumbai
Railofy,Seed Round,955981,2020,Roots Ventures,Transportation and Mobility,Mumbai
Finova Capital,Undisclosed,2000000,2020,Sequoia Capital India,Finance and FinTech,Jaipur
Teachmint,Seed Round,955981,2020,Lightspeed India,Education,Bangalore
Peel-Works,Undisclosed,2000000,2020,CESC Ventures,E-Commerce and Retail,Mumbai
Janani,Pre-Seed,6671339,2020,9Unicorns,Technology,Bangalore
Credgenics,Seed Round,955981,2020,Accel,Finance and FinTech,Gurugram
Finelistings,Undisclosed,2000000,2020,Justdial,Transportation and Mobility,New Delhi
Wellversed,Pre-Series A,7462445,2020,KLUB Works,Healthcare and Wellness,New Delhi
Jumbotail,Series B,2500000,2020,Nexus Venture Partners and 23 High Networth Individuals (HNIs),E-Commerce and Retail,Bangalore
Winzo,Undisclosed,2000000,2020,Makers Fund,Media and Entertainment,New Delhi
mCaffeine,Series B,2500000,2020,RPSG Ventures,Healthcare and Wellness,Mumbai
Pocket FM,Series A,5032439,2020,Times Group,Professional Services,Bangalore
Snackible,Bridge,7462445,2020,Mumbai Angels,Healthcare and Wellness,Mumbai
FreshtoHome,Undisclosed,2000000,2020,Ascent Capital,E-Commerce and Retail,Bangalore
Jumbotail,Series B,2500000,2020,Nexus Venture Partners,E-Commerce and Retail,Bangalore
Nykaa,Undisclosed,2000000,2020,Katrina Kaif,E-Commerce and Retail,Mumbai
TagZ Foods,Undisclosed,2000000,2020,Exfinity Venture Partners,Agriculture and Food,Bangalore
Genius Teacher,Undisclosed,2000000,2020,Sandeep Tandon,Education,Mumbai
Krimanshi Feeds,Undisclosed,2000000,2020,Rajasthan Venture Capital Fund,Agriculture and Food,Jodhpur
Origo,Debt Financing,2500000,2020,Northern Arc Capital,Agriculture and Food,Gurugram
GetVantage,Seed Round,955981,2020,Samyakth Capital,Finance and FinTech,Mumbai
Betterplace,Series B,2500000,2020,Jungle Ventures,Technology,Bangalore
Biddano,Pre-Series A,7462445,2020,Windrose Capital,Healthcare and Wellness,Mumbai
InVideo,Series A,5032439,2020,Base Partners,Media and Entertainment,Mumbai
Arzooo,Series A,5032439,2020,3Lines,E-Commerce and Retail,Bangalore
BASIC Home Loan,Seed Round,955981,2020,Picus Capital,Finance and FinTech,Gurugram
SUGAR cosmetics,Debt Financing,2500000,2020,A91 Partners,Healthcare and Wellness,Mumbai
Signzy,Undisclosed,2000000,2020,GenNext Ventures,Finance and FinTech,Bangalore
Ahaguru,Series A,5032439,2020,Anand Mahindra,Education,Chennai
EzeRx,Seed Round,955981,2020,Indian Oil Corporation,Healthcare and Wellness,Kolkata
Genius Teacher,Undisclosed,2000000,2020,Whiteboard Capital,Education,Mumbai
Ultraviolette Automotive,Series B,2500000,2020,TVS Motor Company,Transportation and Mobility,Bangalore
Tring,Undisclosed,2000000,2020,Sujeet Kumar,Media and Entertainment,Mumbai
Rare Planet,Pre-Series A,11262932,2020,Venture Catalysts,E-Commerce and Retail,Kolkata
GoodGamer,Seed Round,955981,2020,Unknown,Media and Entertainment,Bangalore
InnAccel,Pre-Series A,7462445,2020,Mount Judi Ventures,Healthcare and Wellness,Bangalore
SoOLEGAL,Undisclosed,2000000,2020,Unknown,Professional Services,New Delhi
HobSpace,Seed Round,955981,2020,Artha Venture,Education,Mumbai
Supplynote,Seed Round,955981,2020,MOX,Technology,Noida
Hire Me Car,Seed Round,955981,2020,Unknown,Transportation and Mobility,Noida
Harmonizer India,Undisclosed,2000000,2020,Kapil Dev,Technology,Bangalore
Zomato,Undisclosed,2000000,2020,Kora,Agriculture and Food,Gurugram
Dukaan,Seed Round,955981,2020,Lightspeed,Technology,Mumbai
CredR,Undisclosed,2000000,2020,Eight Roads Ventures,E-Commerce and Retail,Mumbai
Satyukt,Seed Round,955981,2020,NABVENTURES,Technology,Bangalore
RACEnergy,Undisclosed,2000000,2020,growX Ventures,Transportation and Mobility,Hyderabad
TREAD,Pre-Seed,7462445,2020,Better Capital,Healthcare and Wellness,Bangalore
Anveshan,Pre-Seed,10325380,2020,Titan Capital,Agriculture and Food,Bangalore
TeaMonk,Pre-Series A,10325380,2020,Lead Angels Network,Agriculture and Food,Bangalore
Fleetx,Pre-Series A,6671339,2020,Rohit Bansal,Technology,Gurugram
ReNEWate,Pre-Seed,15752071,2020,Real Estate Accelerator Program,Real Estate and Construction,Pune
Tango Eye,Seed Round,955981,2020,Riso Investments,Technology,Chennai
Rare Planet,Pre-Series A,11262932,2020,Venture Catalysts,E-Commerce and Retail,Kolkata
Avataa Me,Series A,5032439,2020,Sequoia Capital India,Technology,Bangalore
MikeLegal,Seed Round,955981,2020,SOSV,Professional Services,Gurugram
Miko,Pre-Series A,6671339,2020,Stride Ventures,Technology,Mumbai
Razorpay,Series D,100000000,2020,Tiger Global Management,Finance and FinTech,Bangalore
Ninjacart,Undisclosed,2000000,2020,Syngenta Ventures,Agriculture and Food,Bangalore
Wow! Momo,Debt Financing,2500000,2020,Tiger Global Management,Agriculture and Food,Kolkata
Pepper Content,Series A,5032439,2020,Alok Mittal,E-Commerce and Retail,Mumbai
LIVSPACE,Debt Financing,2500000,2020,Mercer Investments,Real Estate and Construction,Bangalore
Acculi Labs,Seed Round,955981,2020,Startup Basket.,Healthcare and Wellness,Bangalore
Unnati,Pre-Series A,10325380,2020,NABVENTURES,Agriculture and Food,Noida
Disprz,Pre-Series A,8556808,2020,Xseed Partners,Education,Chennai
Uni,Seed Round,955981,2020,Lightspeed India Partners,Finance and FinTech,Mumbai
Credit Wise Capital,Seed Round,955981,2020,Venture Catalysts,Finance and FinTech,Mumbai
Reliance Retail Ventures Ltd,Undisclosed,2000000,2020,Silver Lake,E-Commerce and Retail,Mumbai
Winuall,Undisclosed,2000000,2020,Amit Lakhotia,Education,Bangalore
Genrobotics,Undisclosed,2000000,2020,Unicorn India Ventures,Technology,Trivandrum
Livve,Seed Round,955981,2020,Unknown,Real Estate and Construction,Cochin
Ergos,Series A,5032439,2020,Aavishkaar Venture Capital,Agriculture and Food,Samastipur
Krishitantra,Seed Round,955981,2020,NABVENTURES,Agriculture and Food,Hyderabad
PakkaProfile,Seed Round,955981,2020,Java Capital,Technology,Bangalore
Unocoin,Series A,5032439,2020,Digital Finance Group,Finance and FinTech,Tumkur
Pesto,Undisclosed,2000000,2020,Sriharsha Majety,Education,New Delhi
NirogStreet,Pre-Series A,6671339,2020,Wavemaker Partners,Technology,Gurugram
Bambrew,Pre-Seed,8187837,2020,Upsparks,Industrial and Manufacturing,Bangalore
Fanball XI,Seed Round,955981,2020,Foxhog Ventures,Media and Entertainment,New Delhi
Treebo Hotels,Undisclosed,2000000,2020,Ramesh Mangaleswaran,Technology,Bangalore
GPS Renewables,Series A,5032439,2020,Triodos,Energy and Environment,Bangalore
Public,Undisclosed,2000000,2020,Lee Fixel's Addition,Media and Entertainment,New Delhi
Legal Salah,Seed Round,955981,2020,I2I Capitals,Professional Services,Kolkata
FanPlay,Seed Round,955981,2020,Core91 Fund,Media and Entertainment,New Delhi
ECOSTP,Undisclosed,2000000,2020,Terwilliger Centre,Energy and Environment,Bangalore
Reliance Retail Ventures,Undisclosed,2000000,2020,General Atlantic,E-Commerce and Retail,Mumbai
AgroWave,Undisclosed,2000000,2020,Sekhar Puli,Agriculture and Food,Gurugram
Sapio Analytics,Undisclosed,2000000,2020,Unknown,Technology,Mumbai
Avanse Financial Services,Undisclosed,2000000,2020,International Finance Corporation,Finance and FinTech,Mumbai
Industry Buying,Undisclosed,2000000,2020,BlackSoil,E-Commerce and Retail,New Delhi
Hopscotch,Undisclosed,2000000,2020,Marc Lore,E-Commerce and Retail,Mumbai
Pristyn Care,Undisclosed,2000000,2020,Sequoia Capital India,Healthcare and Wellness,Gurugram
WoodenStreet,Undisclosed,2000000,2020,IAN Fund,Real Estate and Construction,Rajastan
ACKO,Undisclosed,2000000,2020,RPS Ventures,Technology,Mumbai
Farmers Fresh Zone,Undisclosed,2000000,2020,Artha India Ventures,Agriculture and Food,Kochi
Invento,Undisclosed,2000000,2020,Chiripal Group,Technology,Bangalore
Infurnia,Undisclosed,2000000,2020,Pallav Nadhani,Technology,Bangalore
AnalytIQSports's SuperCric,Undisclosed,2000000,2020,Unknown,Media and Entertainment,Bangalore
GenieTalk,Undisclosed,2000000,2020,Unknown,Technology,Indore
Classplus,Undisclosed,2000000,2020,Spiral Ventures,Education,Noida
Mobile Premier League,Undisclosed,2000000,2020,Sequoia Capital India,Media and Entertainment,Bangalore
Fourth Partner Energy,Undisclosed,2000000,2020,responsAbility,Energy and Environment,Hyderabad
Flipkart,Undisclosed,2000000,2020,Tencent Holdings,E-Commerce and Retail,Bangalore
Vivriti Capital,Undisclosed,2000000,2020,Aspada,Finance and FinTech,Chennai
InsuranceDekho,Undisclosed,2000000,2020,GirnarSoft,Finance and FinTech,Ludhiana
BestDoc,Undisclosed,2000000,2020,Unknown,Healthcare and Wellness,Kochi
Byju’s,Undisclosed,2000000,2020,Owl Ventures,Education,Bangalore
Melorra,Undisclosed,2000000,2020,Jamshed Jeejeebhoy,Consumer Goods,Bangalore
Reliance,Undisclosed,2000000,2020,Facebook,Professional Services,Mumbai
Inflexor Ventures,Undisclosed,2000000,2020,Unknown,Finance and FinTech,Mumbai
Pandorum,Undisclosed,2000000,2020,021 Capital,Technology,Bangalore
SpeakIn,Undisclosed,2000000,2020,Homage Ventures.,Media and Entertainment,Noida
LetsUp,Undisclosed,2000000,2020,Unknown,Media and Entertainment,Mumbai
Newsreach,Undisclosed,2000000,2020,Mumbai Angels,Media and Entertainment,Gujarat
Dream11,Undisclosed,2000000,2020,Steadview Capital,Media and Entertainment,Mumbai
SignalX,Undisclosed,2000000,2020,Unknown,Technology,Hyderabad
JetSynthesys,Undisclosed,2000000,2020,Adar C. Poonawalla,Technology,Mumbai
Vesta Space Technology,Undisclosed,2000000,2020,Unknown,Technology,Pune
Dozee,Undisclosed,2000000,2020,Unknown,Healthcare and Wellness,Bangalore
Rebel Foods,Undisclosed,2000000,2020,Coatue Management,Agriculture and Food,Pune
Nykaa,Undisclosed,2000000,2020,Steadview Capital,Consumer Goods,Mumbai
Ketto,Undisclosed,2000000,2020,Mumbai Angels,Finance and FinTech,Mumbai
Suryoday,Undisclosed,2000000,2020,Gaja Capital,Finance and FinTech,Mumbai
SucSEED,Undisclosed,2000000,2020,DR. Moti Vyas,Finance and FinTech,Hyderabad
Unacademy,Undisclosed,2000000,2020,Nexus Venture Partners,Education,Bangalore
Strata,Undisclosed,2000000,2020,Propstack,Real Estate and Construction,Bangalore
3one4 Capital,Undisclosed,2000000,2020,Unknown,Finance and FinTech,Bangalore
WE-Hub,Undisclosed,2000000,2020,Unknown,E-Commerce and Retail,Hyderabad
Zomato,Undisclosed,2000000,2020,MacRitchie Investments,Agriculture and Food,Haryana
Vicara,Undisclosed,2000000,2020,Unknown,Technology,Bangalore
Gaana,Undisclosed,2000000,2020,Tencent Holdings,Media and Entertainment,Gurugram
EM3 Agri,Undisclosed,2000000,2020,Global Innovation Fund,Agriculture and Food,Noida
Plum,Undisclosed,2000000,2020,Ronald Conway,Healthcare and Wellness,Thane
Odwen,Undisclosed,2000000,2020,Prospect Partners.,Industrial and Manufacturing,Noida
Fasal,Undisclosed,2000000,2020,Omnivore,Agriculture and Food,Bangalore
Trukky,Undisclosed,2000000,2020,Mumbai Angels.,Transportation and Mobility,Ahmedabad
BankBazaar,Undisclosed,2000000,2020,Ramesh Srinivasan,Finance and FinTech,Chennai
Specsmakers,Undisclosed,2000000,2020,Eight Roads Ventures,Healthcare and Wellness,Chennai
Grinntech,Undisclosed,2000000,2020,Ashok Leyland,Industrial and Manufacturing,Dehradun
CreditMantri,Undisclosed,2000000,2020,Ranjit Punja,Finance and FinTech,Chennai
Chai Waale,Undisclosed,2000000,2020,Gunavanth Vaid,Agriculture and Food,Chennai
Deepsync,Undisclosed,2000000,2020,Venkat Raju,Technology,Bangalore
ConnectedH,Undisclosed,2000000,2020,Unknown,Healthcare and Wellness,Gurgaon
Reliance Retail,Undisclosed,2000000,2020,Silver Lake Partners,E-Commerce and Retail,Mumbai
QShala,Undisclosed,2000000,2020,Unknown,Education,Bangalore
Pitstop,Undisclosed,2000000,2020,Clairvest Group,Transportation and Mobility,Bangalore
Zomato,Undisclosed,2000000,2020,MacRitchie Investments,Agriculture and Food,Haryana
Customfit ai,Undisclosed,2000000,2020,Unknown,Technology,Bangalore
Hire Me Car,Seed Round,955981,2020,US based NRI Investors,Professional Services,Noida
Oga Fit,Pre-Series A,7462445,2020,Inflection Point Ventures,Healthcare and Wellness,Bangalore
ShipsKart,Pre-Series A,11262932,2020,Betatron,E-Commerce and Retail,New Delhi
Financepeer,Pre-Series A,8556808,2020,Ravi Sanghvi,Education,Mumbai
Cashify,Debt Financing,2500000,2020,Bessemer Venture Partners,E-Commerce and Retail,Gurugram
Etrio,Series A,5032439,2020,HNIs,Transportation and Mobility,Hyderabad
Codeyoung,Seed Round,955981,2020,Guild Capital,Education,Bangalore
StayQrious,Seed Round,955981,2020,Y Combinator,Education,Bangalore
Sunstone Eduversity,Series A,5032439,2020,Prime Venture Partners,Education,Gurugram
Infilect,Pre-Series A,6671339,2020,Mela Ventures,Technology,Bangalore
MobiGarage,Pre-Series A,11262932,2020,Unknown,E-Commerce and Retail,New Delhi
Samunnati,Debt Financing,2500000,2020,responsAbility,Agriculture and Food,Chennai
WeInnovate Biosolutions,Seed Round,955981,2020,Chiratae ventures,Technology,Pune
Smallcase,Series B,2500000,2020,Sequoia Capital India,Finance and FinTech,Bangalore
Assiduus,Series A,5032439,2020,VC Firm K Partners,E-Commerce and Retail,Bangalore
AFK Gaming,Pre-Series A,4428638,2020,Unknown,Media and Entertainment,Mumbai
mCaffeine,Series B,2500000,2020,RPSG Ventures,Healthcare and Wellness,Mumbai
Origa,Debt Financing,2500000,2020,500 Startups,Finance and FinTech,Andheri
GullyBuy Software,Pre-Series A,6671339,2020,Unknown,Technology,Pune
Recordent,Seed Round,955981,2020,Unknown,Finance and FinTech,Hyderabad
MPL,Series C,79903750,2020,Base Partners,Media and Entertainment,Bangalore
Onsitego,Series B,2500000,2020,Accel,Professional Services,Mumbai
ClanConnect,Seed Round,955981,2020,Unknown,Marketing and Advertising,Delhi
Servify,Series C,79903750,2020,Blume Ventures,Technology,Mumbai
ShareChat,Pre-Series A,4428638,2020,Lightspeed venture partners,Media and Entertainment,Bangalore
Rephrase.ai,Seed Round,955981,2020,Techstars Bangalore Accelerator,Technology,Bangalore
Melorra,Debt Financing,2500000,2020,Shadows Holdings,Consumer Goods,Bangalore
FabHotels,Series B,2500000,2020,RB Investments Pte. Ltd,Technology,Gurugram
EkAnek,Undisclosed,2000000,2020,Lightspeed India Partners,Technology,New Delhi
Cub McPaws,Pre-Series A,6671339,2020,Venture Catalysts,Technology,Mumbai
Zimyo,Seed Round,955981,2020,Abhishant Pant,Professional Services,Gurgaon
PumPumPum,Debt Financing,2500000,2020,Unknown,Transportation and Mobility,Gurgaon
Burgerama,Pre-Series A,10325380,2020,Madison,Agriculture and Food,Gurgaon
Moms Co,Series B,2500000,2020,DSG Consumer Partners,Healthcare and Wellness,Gurgaon
FPL Technologies,Series A,5032439,2020,Matrix Partners India,Finance and FinTech,Pune
FITTR,Pre-Series A,7462445,2020,Surge,Healthcare and Wellness,Pune
Illumnus,Seed Round,955981,2020,23 High Networth Individuals (HNIs).,Education,Pune
CashKaro,Series B,2500000,2020,Ratan Tata,E-Commerce and Retail,Gurgaon
Newton School,Seed Round,955981,2020,Nexus Venture Partners,Education,Bangalore
Airmeet,Series A,5032439,2020,Global Founders Capital,Technology,Bangalore
InCred,Debt Financing,2500000,2020,Pushpak Credit,Finance and FinTech,Mumbai
Toppr,Series D,100000000,2020,Kaizenvest,Education,Mumbai
CarTrade,Series H,14747749,2020,Pincus,Transportation and Mobility,Mumbai
LEAD School,Series C,79903750,2020,Westbridge Capital,Technology,Mumbai
Servify,Series C,79903750,2020,Blume Ventures,Industrial and Manufacturing,Mumbai
Lido Learning,Series B,2500000,2020,BAce Capital,Education,Mumbai
Apna.co,Series A,5032439,2020,Lightspeed India,Technology,Bangalore
Quintype Technologies,Series A,5032439,2020,IIFL Asset Management,Technology,Bangalore
Dunzo,Series E,18000000,2020,Wes Schwalje,Technology,Bangalore
Entropik,Series A,5032439,2020,IDFC-Parampara Fund,Technology,Bangalore
Livspace,Series D,100000000,2020,Mercer Investments,Real Estate and Construction,Bangalore
Ultraviolette Automotive,Series B,2500000,2020,TVS Motor Company,Industrial and Manufacturing,Bangalore
WinZO,Series B,2500000,2020,Makers Fund,Media and Entertainment,New Delhi
SenseHawk,Series A,5032439,2020,Falcon Edge Capital,Energy and Environment,Bangalore
Railofy,Seed Round,955981,2020,Chiratae Ventures.,Industrial and Manufacturing,Mumbai
Eloelo,Seed Round,955981,2020,Unknown,E-Commerce and Retail,Bangalore
Aibono,Pre-Series A,10325380,2020,Menterra Venture Advisors,Agriculture and Food,Bangalore
BuildPan,Seed Round,955981,2020,Sunil Kumar Singhvi,Technology,Indore
Homelane,Bridge,15752071,2020,Accel Partners,Real Estate and Construction,Bangalore
MyGlamm,Series B,2500000,2020,Bessemer Venture Partners,Consumer Goods,Mumbai
Aviom,Debt Financing,2500000,2020,Insitor Partners,Finance and FinTech,New Delhi
Flinto,Pre-Series A,8556808,2020,Sinai Ventures,Education,Chennai
WayCool,Series C,79903750,2020,FMO,Agriculture and Food,Chennai
YAP,Series A,5032439,2020,Jitendra Gupta,Technology,Chennai
Big Bang Boom Solutions,Series A,5032439,2020,Mumbai Angels,Technology,Chennai
GUVI,Series A,5032439,2020,CBA Capital,Education,Chennai
BluSmart,Pre-Series A,6671339,2020,Kalpavriksh,Technology,Gurugram
Cell Propulsion,Pre-Series A,14747749,2020,growX ventures,Transportation and Mobility,Bangalore
MPL,Series B,2500000,2020,Sequoia Capital India,Media and Entertainment,Bangalore
Spoonshot,Seed Round,955981,2020,SRI Capital,E-Commerce and Retail,Bangalore
Pulse,Pre-Series A,11640232,2020,Unknown,Finance and FinTech,Mumbai
Groww,Series C,79903750,2020,Y Combinator,Finance and FinTech,Bangalore
i3 Systems,Pre-Series A,11640232,2020,Hatanaka Yosuke,Finance and FinTech,Mumbai
SOAL,Series A,5032439,2020,Krishnan Menon,Education,Mumbai
